dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_category,temp_category,cnt_binned,temp_binned
2011-06-02,3559,2,0,6,4,0,4,1,1,27.060000000000002,31.06,41.0,12.998000000000001,0,3,3,Low,Hot,Low,Hot
2011-06-02,3560,2,0,6,5,0,4,1,1,27.060000000000002,31.06,39.0,15.001299999999999,3,28,31,Low,Hot,Low,Hot
2011-06-02,3561,2,0,6,6,0,4,1,1,27.060000000000002,31.06,39.0,8.9981,7,106,113,Medium,Hot,Medium,Hot
2011-06-02,3562,2,0,6,7,0,4,1,1,28.7,31.819999999999997,34.0,16.997899999999998,19,285,304,High,Hot,High,Hot
2011-06-02,3563,2,0,6,8,0,4,1,1,28.7,31.819999999999997,32.0,19.999499999999998,25,442,467,High,Hot,High,Hot
2011-06-02,3564,2,0,6,9,0,4,1,1,29.52,31.819999999999997,26.0,23.9994,28,197,225,High,Hot,High,Hot
2011-06-02,3565,2,0,6,10,0,4,1,1,29.52,32.574999999999996,28.000000000000004,32.9975,33,106,139,Medium,Hot,Medium,Hot
2011-06-02,3566,2,0,6,11,0,4,1,1,30.34,32.574999999999996,28.000000000000004,26.0027,42,123,165,Medium,Hot,Medium,Hot
2011-06-02,3567,2,0,6,12,0,4,1,1,31.16,33.335,25.0,31.0009,39,193,232,High,Hot,High,Hot
2011-06-02,3568,2,0,6,13,0,4,1,1,32.800000000000004,34.089999999999996,24.0,23.9994,35,168,203,High,Hot,High,Hot
2011-06-02,3569,2,0,6,14,0,4,1,1,31.98,33.335,24.0,22.0028,43,142,185,Medium,Hot,Medium,Hot
2011-06-02,3570,2,0,6,15,0,4,1,1,32.800000000000004,34.089999999999996,21.0,26.0027,44,144,188,Medium,Hot,Medium,Hot
2011-06-02,3571,2,0,6,16,0,4,1,1,32.800000000000004,34.089999999999996,22.0,32.9975,63,255,318,High,Hot,High,Hot
2011-06-02,3572,2,0,6,17,0,4,1,1,31.16,32.574999999999996,20.0,35.0008,88,484,572,High,Hot,High,Hot
2011-06-02,3573,2,0,6,18,0,4,1,1,30.34,32.574999999999996,22.0,26.0027,74,451,525,High,Hot,High,Hot
2011-06-02,3574,2,0,6,19,0,4,1,1,29.52,31.819999999999997,23.0,19.999499999999998,58,321,379,High,Hot,High,Hot
2011-06-02,3575,2,0,6,20,0,4,1,1,28.7,31.819999999999997,24.0,12.998000000000001,51,286,337,High,Hot,High,Hot
2011-06-02,3576,2,0,6,21,0,4,1,1,27.060000000000002,31.06,31.0,12.998000000000001,33,215,248,High,Hot,High,Hot
2011-06-02,3577,2,0,6,22,0,4,1,1,26.240000000000002,31.06,33.0,16.997899999999998,14,141,155,Medium,Hot,Medium,Hot
2011-06-02,3578,2,0,6,23,0,4,1,1,25.419999999999998,31.06,35.0,15.001299999999999,23,89,112,Medium,Hot,Medium,Hot
2011-06-03,3579,2,0,6,0,0,5,1,1,25.419999999999998,31.06,38.0,19.0012,15,53,68,Medium,Hot,Medium,Hot
2011-06-03,3580,2,0,6,1,0,5,1,1,24.599999999999998,31.06,38.0,23.9994,7,15,22,Low,Mild,Low,Mild
2011-06-03,3581,2,0,6,2,0,5,1,1,22.96,26.515,43.0,15.001299999999999,0,12,12,Low,Mild,Low,Mild
2011-06-03,3582,2,0,6,3,0,5,1,1,22.14,25.759999999999998,49.0,15.001299999999999,0,5,5,Low,Mild,Low,Mild
2011-06-03,3583,2,0,6,4,0,5,1,1,21.32,25.0,48.0,22.0028,1,5,6,Low,Mild,Low,Mild
2011-06-03,3584,2,0,6,5,0,5,1,1,21.32,25.0,48.0,23.9994,4,24,28,Low,Mild,Low,Mild
2011-06-03,3585,2,0,6,6,0,5,1,1,22.14,25.759999999999998,45.0,19.999499999999998,8,98,106,Medium,Mild,Medium,Mild
2011-06-03,3586,2,0,6,7,0,5,1,1,22.14,25.759999999999998,45.0,16.997899999999998,25,252,277,High,Mild,High,Mild
2011-06-03,3587,2,0,6,8,0,5,1,2,22.96,26.515,43.0,22.0028,31,471,502,High,Mild,High,Mild
2011-06-03,3588,2,0,6,9,0,5,1,1,23.779999999999998,27.275,40.0,11.0014,36,194,230,High,Mild,High,Mild
2011-06-03,3589,2,0,6,10,0,5,1,1,25.419999999999998,31.06,33.0,16.997899999999998,54,107,161,Medium,Hot,Medium,Hot
2011-06-03,3590,2,0,6,11,0,5,1,1,26.240000000000002,31.06,31.0,22.0028,57,135,192,Medium,Hot,Medium,Hot
2011-06-03,3591,2,0,6,12,0,5,1,1,27.060000000000002,31.06,27.0,19.0012,51,208,259,High,Hot,High,Hot
2011-06-03,3592,2,0,6,13,0,5,1,1,27.880000000000003,31.06,26.0,16.997899999999998,58,190,248,High,Hot,High,Hot
2011-06-03,3593,2,0,6,14,0,5,1,1,28.7,31.819999999999997,28.000000000000004,19.0012,66,174,240,High,Hot,High,Hot
2011-06-03,3594,2,0,6,15,0,5,1,1,28.7,31.819999999999997,28.000000000000004,19.0012,56,156,212,High,Hot,High,Hot
2011-06-03,3595,2,0,6,16,0,5,1,1,29.52,31.819999999999997,26.0,22.0028,63,286,349,High,Hot,High,Hot
2011-06-03,3596,2,0,6,17,0,5,1,1,29.52,31.819999999999997,25.0,19.0012,73,485,558,High,Hot,High,Hot
2011-06-03,3597,2,0,6,18,0,5,1,1,28.7,31.819999999999997,24.0,19.999499999999998,76,488,564,High,Hot,High,Hot
2011-06-03,3598,2,0,6,19,0,5,1,1,27.880000000000003,31.06,26.0,19.0012,53,338,391,High,Hot,High,Hot
2011-06-03,3599,2,0,6,20,0,5,1,1,26.240000000000002,31.06,28.999999999999996,11.0014,57,236,293,High,Hot,High,Hot
2011-06-03,3600,2,0,6,21,0,5,1,1,26.240000000000002,31.06,28.999999999999996,7.0015,51,196,247,High,Hot,High,Hot
2011-06-03,3601,2,0,6,22,0,5,1,1,25.419999999999998,31.06,35.0,0.0,26,145,171,Medium,Hot,Medium,Hot
2011-06-03,3602,2,0,6,23,0,5,1,1,23.779999999999998,27.275,46.0,7.0015,30,141,171,Medium,Mild,Medium,Mild
2011-06-04,3603,2,0,6,0,0,6,0,1,22.96,26.515,52.0,0.0,24,69,93,Medium,Mild,Medium,Mild
2011-06-04,3604,2,0,6,1,0,6,0,1,22.14,25.759999999999998,64.0,7.0015,14,80,94,Medium,Mild,Medium,Mild
2011-06-04,3605,2,0,6,2,0,6,0,1,22.14,25.759999999999998,56.00000000000001,12.998000000000001,18,41,59,Medium,Mild,Medium,Mild
2011-06-04,3606,2,0,6,3,0,6,0,1,21.32,25.0,59.0,7.0015,8,10,18,Low,Mild,Low,Mild
2011-06-04,3607,2,0,6,4,0,6,0,1,21.32,25.0,59.0,6.0032,4,11,15,Low,Mild,Low,Mild
2011-06-04,3608,2,0,6,5,0,6,0,1,20.5,24.240000000000002,64.0,0.0,3,5,8,Low,Mild,Low,Mild
2011-06-04,3609,2,0,6,6,0,6,0,1,22.14,25.759999999999998,60.0,0.0,11,17,28,Low,Mild,Low,Mild
2011-06-04,3610,2,0,6,7,0,6,0,1,22.96,26.515,56.00000000000001,0.0,27,60,87,Medium,Mild,Medium,Mild
2011-06-04,3611,2,0,6,8,0,6,0,1,24.599999999999998,31.06,46.0,6.0032,29,96,125,Medium,Mild,Medium,Mild
2011-06-04,3612,2,0,6,9,0,6,0,1,25.419999999999998,31.06,43.0,8.9981,55,169,224,High,Hot,High,Hot
2011-06-04,3613,2,0,6,10,0,6,0,1,26.240000000000002,31.06,38.0,7.0015,115,202,317,High,Hot,High,Hot
2011-06-04,3614,2,0,6,11,0,6,0,1,27.060000000000002,31.06,36.0,8.9981,120,249,369,High,Hot,High,Hot
2011-06-04,3615,2,0,6,12,0,6,0,1,28.7,31.819999999999997,32.0,11.0014,150,270,420,High,Hot,High,Hot
2011-06-04,3616,2,0,6,13,0,6,0,1,30.34,32.574999999999996,28.000000000000004,8.9981,188,268,456,High,Hot,High,Hot
2011-06-04,3617,2,0,6,14,0,6,0,1,30.34,32.574999999999996,33.0,15.001299999999999,193,258,451,High,Hot,High,Hot
2011-06-04,3618,2,0,6,15,0,6,0,2,30.34,32.574999999999996,27.0,27.999299999999998,180,224,404,High,Hot,High,Hot
2011-06-04,3619,2,0,6,16,0,6,0,2,29.52,32.574999999999996,30.0,8.9981,168,272,440,High,Hot,High,Hot
2011-06-04,3620,2,0,6,17,0,6,0,2,29.52,32.574999999999996,34.0,16.997899999999998,142,202,344,High,Hot,High,Hot
2011-06-04,3621,2,0,6,18,0,6,0,2,30.34,32.574999999999996,30.0,11.0014,127,214,341,High,Hot,High,Hot
2011-06-04,3622,2,0,6,19,0,6,0,2,28.7,31.819999999999997,39.0,6.0032,79,206,285,High,Hot,High,Hot
2011-06-04,3623,2,0,6,20,0,6,0,2,28.7,32.574999999999996,48.0,6.0032,90,149,239,High,Hot,High,Hot
2011-06-04,3624,2,0,6,21,0,6,0,2,27.060000000000002,31.06,47.0,7.0015,46,139,185,Medium,Hot,Medium,Hot
2011-06-04,3625,2,0,6,22,0,6,0,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,49,141,190,Medium,Hot,Medium,Hot
2011-06-04,3626,2,0,6,23,0,6,0,2,26.240000000000002,31.06,56.99999999999999,0.0,29,121,150,Medium,Hot,Medium,Hot
2011-06-05,3627,2,0,6,0,0,0,0,1,26.240000000000002,31.06,56.99999999999999,6.0032,23,90,113,Medium,Hot,Medium,Hot
2011-06-05,3628,2,0,6,1,0,0,0,2,26.240000000000002,31.06,61.0,11.0014,26,70,96,Medium,Hot,Medium,Hot
2011-06-05,3629,2,0,6,2,0,0,0,2,26.240000000000002,31.06,61.0,11.0014,16,48,64,Medium,Hot,Medium,Hot
2011-06-05,3630,2,0,6,3,0,0,0,2,25.419999999999998,30.305,65.0,11.0014,22,25,47,Low,Hot,Low,Hot
2011-06-05,3631,2,0,6,4,0,0,0,2,25.419999999999998,30.305,65.0,11.0014,4,8,12,Low,Hot,Low,Hot
2011-06-05,3632,2,0,6,5,0,0,0,2,25.419999999999998,30.305,61.0,8.9981,1,5,6,Low,Hot,Low,Hot
2011-06-05,3633,2,0,6,6,0,0,0,2,25.419999999999998,30.305,61.0,7.0015,10,11,21,Low,Hot,Low,Hot
2011-06-05,3634,2,0,6,7,0,0,0,2,24.599999999999998,29.544999999999998,73.0,16.997899999999998,8,19,27,Low,Mild,Low,Mild
2011-06-05,3635,2,0,6,8,0,0,0,2,24.599999999999998,29.544999999999998,73.0,16.997899999999998,24,74,98,Medium,Mild,Medium,Mild
2011-06-05,3636,2,0,6,9,0,0,0,2,24.599999999999998,28.79,78.0,12.998000000000001,53,111,164,Medium,Mild,Medium,Mild
2011-06-05,3637,2,0,6,10,0,0,0,2,25.419999999999998,29.544999999999998,73.0,6.0032,83,168,251,High,Hot,High,Hot
2011-06-05,3638,2,0,6,11,0,0,0,2,26.240000000000002,30.305,69.0,7.0015,121,214,335,High,Hot,High,Hot
2011-06-05,3639,2,0,6,12,0,0,0,2,26.240000000000002,30.305,69.0,7.0015,123,212,335,High,Hot,High,Hot
2011-06-05,3640,2,0,6,13,0,0,0,1,27.060000000000002,31.06,65.0,7.0015,154,213,367,High,Hot,High,Hot
2011-06-05,3641,2,0,6,14,0,0,0,1,28.7,32.574999999999996,57.99999999999999,11.0014,161,224,385,High,Hot,High,Hot
2011-06-05,3642,2,0,6,15,0,0,0,1,28.7,32.574999999999996,54.0,0.0,161,256,417,High,Hot,High,Hot
2011-06-05,3643,2,0,6,16,0,0,0,1,29.52,33.335,51.0,6.0032,138,260,398,High,Hot,High,Hot
2011-06-05,3644,2,0,6,17,0,0,0,1,30.34,33.335,51.0,0.0,126,264,390,High,Hot,High,Hot
2011-06-05,3645,2,0,6,18,0,0,0,1,28.7,32.574999999999996,57.99999999999999,7.0015,124,239,363,High,Hot,High,Hot
2011-06-05,3646,2,0,6,19,0,0,0,1,27.880000000000003,31.819999999999997,65.0,11.0014,108,249,357,High,Hot,High,Hot
2011-06-05,3647,2,0,6,20,0,0,0,1,27.060000000000002,31.06,69.0,12.998000000000001,84,195,279,High,Hot,High,Hot
2011-06-05,3648,2,0,6,21,0,0,0,1,26.240000000000002,30.305,73.0,11.0014,54,111,165,Medium,Hot,Medium,Hot
2011-06-05,3649,2,0,6,22,0,0,0,1,26.240000000000002,29.544999999999998,78.0,15.001299999999999,36,94,130,Medium,Hot,Medium,Hot
2011-06-05,3650,2,0,6,23,0,0,0,1,25.419999999999998,29.544999999999998,78.0,8.9981,25,61,86,Medium,Hot,Medium,Hot
2011-06-06,3651,2,0,6,0,0,1,1,1,25.419999999999998,29.544999999999998,78.0,8.9981,11,18,29,Low,Hot,Low,Hot
2011-06-06,3652,2,0,6,1,0,1,1,1,24.599999999999998,28.03,83.0,8.9981,9,5,14,Low,Mild,Low,Mild
2011-06-06,3653,2,0,6,2,0,1,1,1,23.779999999999998,27.275,88.0,7.0015,4,4,8,Low,Mild,Low,Mild
2011-06-06,3654,2,0,6,3,0,1,1,1,23.779999999999998,27.275,88.0,0.0,2,3,5,Low,Mild,Low,Mild
2011-06-06,3655,2,0,6,4,0,1,1,1,22.96,26.515,94.0,7.0015,4,4,8,Low,Mild,Low,Mild
2011-06-06,3656,2,0,6,5,0,1,1,1,22.96,26.515,88.0,6.0032,7,24,31,Low,Mild,Low,Mild
2011-06-06,3657,2,0,6,6,0,1,1,1,23.779999999999998,27.275,88.0,0.0,11,101,112,Medium,Mild,Medium,Mild
2011-06-06,3658,2,0,6,7,0,1,1,1,25.419999999999998,29.544999999999998,78.0,7.0015,18,281,299,High,Hot,High,Hot
2011-06-06,3659,2,0,6,8,0,1,1,1,26.240000000000002,30.305,73.0,6.0032,28,410,438,High,Hot,High,Hot
2011-06-06,3660,2,0,6,9,0,1,1,1,28.7,32.574999999999996,57.99999999999999,11.0014,26,162,188,Medium,Hot,Medium,Hot
2011-06-06,3661,2,0,6,10,0,1,1,1,29.52,33.335,51.0,15.001299999999999,31,64,95,Medium,Hot,Medium,Hot
2011-06-06,3662,2,0,6,11,0,1,1,1,30.34,33.335,42.0,8.9981,39,72,111,Medium,Hot,Medium,Hot
2011-06-06,3663,2,0,6,12,0,1,1,1,31.16,33.335,37.0,11.0014,25,128,153,Medium,Hot,Medium,Hot
2011-06-06,3664,2,0,6,13,0,1,1,1,31.98,34.089999999999996,35.0,0.0,28,152,180,Medium,Hot,Medium,Hot
2011-06-06,3665,2,0,6,14,0,1,1,1,31.98,34.089999999999996,31.0,8.9981,46,99,145,Medium,Hot,Medium,Hot
2011-06-06,3666,2,0,6,15,0,1,1,1,32.800000000000004,34.849999999999994,28.999999999999996,12.998000000000001,38,127,165,Medium,Hot,Medium,Hot
2011-06-06,3667,2,0,6,16,0,1,1,1,31.16,33.335,33.0,8.9981,34,233,267,High,Hot,High,Hot
2011-06-06,3668,2,0,6,17,0,1,1,1,31.98,34.089999999999996,33.0,19.0012,63,516,579,High,Hot,High,Hot
2011-06-06,3669,2,0,6,18,0,1,1,1,31.16,33.335,31.0,8.9981,56,500,556,High,Hot,High,Hot
2011-06-06,3670,2,0,6,19,0,1,1,1,29.52,33.335,54.0,12.998000000000001,64,343,407,High,Hot,High,Hot
2011-06-06,3671,2,0,6,20,0,1,1,1,27.880000000000003,31.819999999999997,61.0,8.9981,59,277,336,High,Hot,High,Hot
2011-06-06,3672,2,0,6,21,0,1,1,1,27.060000000000002,31.06,56.99999999999999,6.0032,29,160,189,Medium,Hot,Medium,Hot
2011-06-06,3673,2,0,6,22,0,1,1,1,27.060000000000002,31.06,61.0,6.0032,36,137,173,Medium,Hot,Medium,Hot
2011-06-06,3674,2,0,6,23,0,1,1,1,26.240000000000002,30.305,69.0,6.0032,5,55,60,Medium,Hot,Medium,Hot
2011-06-07,3675,2,0,6,0,0,2,1,1,26.240000000000002,30.305,65.0,6.0032,5,15,20,Low,Hot,Low,Hot
2011-06-07,3676,2,0,6,1,0,2,1,1,25.419999999999998,30.305,69.0,8.9981,2,2,4,Low,Hot,Low,Hot
2011-06-07,3677,2,0,6,2,0,2,1,1,24.599999999999998,29.544999999999998,73.0,6.0032,3,2,5,Low,Mild,Low,Mild
2011-06-07,3678,2,0,6,3,0,2,1,1,24.599999999999998,29.544999999999998,73.0,6.0032,1,1,2,Low,Mild,Low,Mild
2011-06-07,3679,2,0,6,4,0,2,1,1,23.779999999999998,27.275,83.0,8.9981,2,3,5,Low,Mild,Low,Mild
2011-06-07,3680,2,0,6,5,0,2,1,1,23.779999999999998,27.275,88.0,11.0014,2,30,32,Low,Mild,Low,Mild
2011-06-07,3681,2,0,6,6,0,2,1,1,24.599999999999998,28.79,78.0,8.9981,10,116,126,Medium,Mild,Medium,Mild
2011-06-07,3682,2,0,6,7,0,2,1,2,26.240000000000002,30.305,69.0,12.998000000000001,23,311,334,High,Hot,High,Hot
2011-06-07,3683,2,0,6,8,0,2,1,2,27.880000000000003,31.819999999999997,61.0,8.9981,45,432,477,High,Hot,High,Hot
2011-06-07,3684,2,0,6,9,0,2,1,2,29.52,33.335,57.99999999999999,15.001299999999999,27,190,217,High,Hot,High,Hot
2011-06-07,3685,2,0,6,10,0,2,1,2,31.16,34.089999999999996,48.0,12.998000000000001,37,86,123,Medium,Hot,Medium,Hot
2011-06-07,3686,2,0,6,11,0,2,1,2,31.16,34.849999999999994,52.0,16.997899999999998,38,113,151,Medium,Hot,Medium,Hot
2011-06-07,3687,2,0,6,12,0,2,1,2,32.800000000000004,36.364999999999995,46.0,19.0012,42,141,183,Medium,Hot,Medium,Hot
2011-06-07,3688,2,0,6,13,0,2,1,2,32.800000000000004,36.364999999999995,43.0,16.997899999999998,55,141,196,Medium,Hot,Medium,Hot
2011-06-07,3689,2,0,6,14,0,2,1,2,32.800000000000004,36.364999999999995,43.0,19.0012,34,112,146,Medium,Hot,Medium,Hot
2011-06-07,3690,2,0,6,15,0,2,1,2,33.62,37.12,41.0,22.0028,56,127,183,Medium,Hot,Medium,Hot
2011-06-07,3691,2,0,6,16,0,2,1,1,32.800000000000004,35.605,38.0,15.001299999999999,55,253,308,High,Hot,High,Hot
2011-06-07,3692,2,0,6,17,0,2,1,1,32.800000000000004,36.364999999999995,43.0,16.997899999999998,64,475,539,High,Hot,High,Hot
2011-06-07,3693,2,0,6,18,0,2,1,1,31.98,34.849999999999994,46.0,19.0012,72,479,551,High,Hot,High,Hot
2011-06-07,3694,2,0,6,19,0,2,1,1,31.16,34.089999999999996,48.0,16.997899999999998,69,355,424,High,Hot,High,Hot
2011-06-07,3695,2,0,6,20,0,2,1,1,30.34,34.089999999999996,56.00000000000001,8.9981,45,301,346,High,Hot,High,Hot
2011-06-07,3696,2,0,6,21,0,2,1,1,29.52,34.089999999999996,70.0,8.9981,31,187,218,High,Hot,High,Hot
2011-06-07,3697,2,0,6,22,0,2,1,1,28.7,32.574999999999996,65.0,8.9981,27,126,153,Medium,Hot,Medium,Hot
2011-06-07,3698,2,0,6,23,0,2,1,1,27.880000000000003,31.819999999999997,79.0,7.0015,18,72,90,Medium,Hot,Medium,Hot
2011-06-08,3699,2,0,6,0,0,3,1,1,27.060000000000002,29.544999999999998,89.0,8.9981,12,29,41,Low,Hot,Low,Hot
2011-06-08,3700,2,0,6,1,0,3,1,1,27.060000000000002,30.305,78.0,0.0,3,20,23,Low,Hot,Low,Hot
2011-06-08,3701,2,0,6,2,0,3,1,1,26.240000000000002,28.79,89.0,6.0032,0,7,7,Low,Hot,Low,Hot
2011-06-08,3702,2,0,6,3,0,3,1,1,26.240000000000002,28.79,89.0,6.0032,2,1,3,Low,Hot,Low,Hot
2011-06-08,3703,2,0,6,4,0,3,1,1,25.419999999999998,28.79,83.0,0.0,0,6,6,Low,Hot,Low,Hot
2011-06-08,3704,2,0,6,5,0,3,1,1,25.419999999999998,28.03,88.0,0.0,0,21,21,Low,Hot,Low,Hot
2011-06-08,3705,2,0,6,6,0,3,1,1,26.240000000000002,28.79,89.0,8.9981,13,103,116,Medium,Hot,Medium,Hot
2011-06-08,3706,2,0,6,7,0,3,1,1,27.060000000000002,31.06,74.0,7.0015,24,329,353,High,Hot,High,Hot
2011-06-08,3707,2,0,6,8,0,3,1,1,31.16,35.605,57.99999999999999,11.0014,46,435,481,High,Hot,High,Hot
2011-06-08,3708,2,0,6,9,0,3,1,1,31.16,35.605,57.99999999999999,11.0014,34,168,202,High,Hot,High,Hot
2011-06-08,3709,2,0,6,10,0,3,1,1,33.62,37.12,43.0,15.001299999999999,27,63,90,Medium,Hot,Medium,Hot
2011-06-08,3710,2,0,6,11,0,3,1,1,34.44,37.88,41.0,12.998000000000001,28,106,134,Medium,Hot,Medium,Hot
2011-06-08,3711,2,0,6,12,0,3,1,1,36.08,40.910000000000004,42.0,8.9981,15,134,149,Medium,Hot,Medium,Hot
2011-06-08,3712,2,0,6,13,0,3,1,1,36.9,42.425000000000004,42.0,0.0,20,116,136,Medium,Hot,Medium,Hot
2011-06-08,3713,2,0,6,14,0,3,1,1,37.72,43.94,40.0,16.997899999999998,44,111,155,Medium,Hot,Medium,Hot
2011-06-08,3714,2,0,6,15,0,3,1,1,37.72,43.94,40.0,11.0014,28,100,128,Medium,Hot,Medium,Hot
2011-06-08,3715,2,0,6,16,0,3,1,1,37.72,43.94,40.0,15.001299999999999,34,199,233,High,Hot,High,Hot
2011-06-08,3716,2,0,6,17,0,3,1,1,37.72,42.425000000000004,35.0,15.001299999999999,80,426,506,High,Hot,High,Hot
2011-06-08,3717,2,0,6,18,0,3,1,1,36.9,40.910000000000004,37.0,15.001299999999999,61,398,459,High,Hot,High,Hot
2011-06-08,3718,2,0,6,19,0,3,1,1,33.62,40.150000000000006,59.0,8.9981,61,323,384,High,Hot,High,Hot
2011-06-08,3719,2,0,6,20,0,3,1,1,32.800000000000004,39.395,63.0,8.9981,55,225,280,High,Hot,High,Hot
2011-06-08,3720,2,0,6,21,0,3,1,1,32.800000000000004,40.150000000000006,66.0,8.9981,34,168,202,High,Hot,High,Hot
2011-06-08,3721,2,0,6,22,0,3,1,1,31.16,37.12,75.0,11.0014,37,139,176,Medium,Hot,Medium,Hot
2011-06-08,3722,2,0,6,23,0,3,1,1,31.16,37.12,75.0,12.998000000000001,18,98,116,Medium,Hot,Medium,Hot
2011-06-09,3723,2,0,6,0,0,4,1,2,30.34,35.605,79.0,8.9981,7,40,47,Low,Hot,Low,Hot
2011-06-09,3724,2,0,6,1,0,4,1,1,30.34,35.605,79.0,7.0015,3,13,16,Low,Hot,Low,Hot
2011-06-09,3725,2,0,6,2,0,4,1,2,29.52,35.605,84.0,11.0014,0,6,6,Low,Hot,Low,Hot
2011-06-09,3726,2,0,6,3,0,4,1,2,29.52,35.605,84.0,7.0015,0,2,2,Low,Hot,Low,Hot
2011-06-09,3727,2,0,6,4,0,4,1,2,29.52,34.849999999999994,79.0,6.0032,2,4,6,Low,Hot,Low,Hot
2011-06-09,3728,2,0,6,5,0,4,1,2,28.7,33.335,84.0,0.0,1,19,20,Low,Hot,Low,Hot
2011-06-09,3729,2,0,6,6,0,4,1,2,29.52,35.605,84.0,6.0032,13,105,118,Medium,Hot,Medium,Hot
2011-06-09,3730,2,0,6,7,0,4,1,2,29.52,34.849999999999994,79.0,8.9981,31,283,314,High,Hot,High,Hot
2011-06-09,3731,2,0,6,8,0,4,1,2,31.16,36.364999999999995,70.0,7.0015,32,400,432,High,Hot,High,Hot
2011-06-09,3732,2,0,6,9,0,4,1,1,34.44,39.395,49.0,0.0,20,148,168,Medium,Hot,Medium,Hot
2011-06-09,3733,2,0,6,10,0,4,1,1,35.26,40.910000000000004,50.0,19.0012,20,74,94,Medium,Hot,Medium,Hot
2011-06-09,3734,2,0,6,11,0,4,1,1,36.9,42.425000000000004,42.0,15.001299999999999,36,82,118,Medium,Hot,Medium,Hot
2011-06-09,3735,2,0,6,12,0,4,1,1,37.72,42.425000000000004,35.0,12.998000000000001,40,100,140,Medium,Hot,Medium,Hot
2011-06-09,3736,2,0,6,13,0,4,1,1,36.9,40.910000000000004,37.0,6.0032,18,118,136,Medium,Hot,Medium,Hot
2011-06-09,3737,2,0,6,14,0,4,1,1,37.72,43.94,40.0,12.998000000000001,25,93,118,Medium,Hot,Medium,Hot
2011-06-09,3738,2,0,6,15,0,4,1,1,38.54,41.665,31.0,11.0014,18,86,104,Medium,Hot,Medium,Hot
2011-06-09,3739,2,0,6,16,0,4,1,1,37.72,41.665,33.0,8.9981,30,170,200,High,Hot,Medium,Hot
2011-06-09,3740,2,0,6,17,0,4,1,1,36.9,40.910000000000004,37.0,16.997899999999998,54,355,409,High,Hot,High,Hot
2011-06-09,3741,2,0,6,18,0,4,1,1,36.08,40.150000000000006,39.0,19.0012,52,414,466,High,Hot,High,Hot
2011-06-09,3742,2,0,6,19,0,4,1,2,34.44,37.12,39.0,22.0028,55,271,326,High,Hot,High,Hot
2011-06-09,3743,2,0,6,20,0,4,1,2,32.800000000000004,36.364999999999995,43.0,12.998000000000001,40,214,254,High,Hot,High,Hot
2011-06-09,3744,2,0,6,21,0,4,1,3,31.16,34.849999999999994,52.0,0.0,29,142,171,Medium,Hot,Medium,Hot
2011-06-09,3745,2,0,6,22,0,4,1,2,30.34,34.089999999999996,57.99999999999999,11.0014,22,131,153,Medium,Hot,Medium,Hot
2011-06-09,3746,2,0,6,23,0,4,1,2,30.34,34.849999999999994,56.99999999999999,11.0014,15,82,97,Medium,Hot,Medium,Hot
2011-06-10,3747,2,0,6,0,0,5,1,3,28.7,32.574999999999996,65.0,15.001299999999999,8,61,69,Medium,Hot,Medium,Hot
2011-06-10,3748,2,0,6,1,0,5,1,3,28.7,32.574999999999996,65.0,15.001299999999999,5,18,23,Low,Hot,Low,Hot
2011-06-10,3749,2,0,6,2,0,5,1,1,27.880000000000003,31.819999999999997,69.0,11.0014,6,7,13,Low,Hot,Low,Hot
2011-06-10,3750,2,0,6,3,0,5,1,1,27.880000000000003,31.819999999999997,69.0,11.0014,3,3,6,Low,Hot,Low,Hot
2011-06-10,3751,2,0,6,4,0,5,1,1,27.060000000000002,30.305,78.0,11.0014,0,4,4,Low,Hot,Low,Hot
2011-06-10,3752,2,0,6,5,0,5,1,1,27.060000000000002,30.305,78.0,11.0014,0,28,28,Low,Hot,Low,Hot
2011-06-10,3753,2,0,6,6,0,5,1,1,27.060000000000002,30.305,78.0,6.0032,10,94,104,Medium,Hot,Medium,Hot
2011-06-10,3754,2,0,6,7,0,5,1,1,29.52,34.089999999999996,66.0,7.0015,25,242,267,High,Hot,High,Hot
2011-06-10,3755,2,0,6,8,0,5,1,1,30.34,34.089999999999996,57.99999999999999,8.9981,29,423,452,High,Hot,High,Hot
2011-06-10,3756,2,0,6,9,0,5,1,1,31.16,34.849999999999994,55.00000000000001,0.0,37,176,213,High,Hot,High,Hot
2011-06-10,3757,2,0,6,10,0,5,1,1,31.98,35.605,52.0,0.0,23,88,111,Medium,Hot,Medium,Hot
2011-06-10,3758,2,0,6,11,0,5,1,1,33.62,37.88,46.0,0.0,46,107,153,Medium,Hot,Medium,Hot
2011-06-10,3759,2,0,6,12,0,5,1,1,34.44,37.88,44.0,8.9981,40,167,207,High,Hot,High,Hot
2011-06-10,3760,2,0,6,13,0,5,1,1,34.44,37.88,44.0,7.0015,40,149,189,Medium,Hot,Medium,Hot
2011-06-10,3761,2,0,6,14,0,5,1,1,35.26,38.635000000000005,39.0,0.0,44,121,165,Medium,Hot,Medium,Hot
2011-06-10,3762,2,0,6,15,0,5,1,1,34.44,37.88,44.0,7.0015,49,163,212,High,Hot,High,Hot
2011-06-10,3763,2,0,6,16,0,5,1,1,33.62,39.395,56.00000000000001,19.999499999999998,46,239,285,High,Hot,High,Hot
